Latitude,Longitude,Performance Score
39.77,46.34,1.0
39.77,46.38,1.0
39.77,46.3,1.4476831572311888
39.77,46.42,1.0
39.77,46.46,1.2393397961499077
39.77,46.58,1.2602174234991306
39.77,46.5,1.229189873930131
39.77,46.62,1.0
39.77,46.66,1.2001813044493992
39.77,46.74,1.0
39.77,46.78,1.0
39.77,46.7,1.2473163830336187
39.77,46.82,1.0
39.77,46.86,1.274519173460584
39.77,46.94,1.215923346984677
39.77,46.98,1.0
39.77,46.9,1.2626756003511013
39.77,47.02,1.0
39.77,47.06,1.2792590240873472
39.77,47.14,1.5232627946963906
39.77,47.18,1.8017054587056098
39.77,47.1,1.245239126830892
39.77,47.22,1.8936518334283807
39.77,47.26,1.8148121009777098
39.77,47.34,2.3107279150363644
39.77,47.38,2.6422314613502906
39.77,47.3,1.9882768673150675
39.77,47.46,2.006100625795201
39.77,47.54,1.700327861471397
39.77,47.58,1.681827662469721
39.77,47.5,1.7244246579130145
39.81,45.86,2.037352295022887
39.81,45.94,1.0
39.81,45.98,1.5987979177688565
39.81,45.9,1.6281352915493024
39.81,46.02,2.008012371586697
39.81,46.06,2.356468845730725
39.81,46.14,2.0334881488980803
39.81,46.18,1.5643863491530912
39.81,46.1,2.4730791421441634
39.81,46.22,1.1447461061954496
39.81,46.26,1.2706042426869553
39.81,46.34,1.1782874846471216
39.81,46.38,1.0
39.81,46.3,1.248532869127485
39.81,46.42,1.2321858001710837
39.81,46.46,1.2584707843400487
39.81,46.58,1.3914953595331527
39.81,46.5,1.0
39.81,46.62,1.0
39.81,46.66,1.0
39.81,46.74,1.0
39.81,46.78,1.0
39.81,46.7,1.0
39.81,46.82,1.1841774832090386
39.81,46.86,1.0
39.81,46.94,1.0
39.81,46.98,1.3352876932718656
39.81,46.9,1.0
39.81,47.02,1.3019250006198393
39.81,47.06,1.2497283416088107
39.81,47.14,1.198084223460224
39.81,47.18,1.614197448513799
39.81,47.1,1.2969518311624249
39.81,47.22,1.9853081668716435
39.81,47.26,1.956174149335024
39.81,47.34,2.377257297938518
39.81,47.38,2.1887770133642044
39.81,47.3,2.12801348844025
39.81,47.46,2.0477942179163238
39.81,47.54,1.713855375685462
39.81,47.58,1.8409495890889775
39.81,47.5,1.792131427309587
39.81,47.62,1.5950559324420064
39.81,47.66,1.0
39.85,45.86,1.9466456030087311
39.85,45.94,1.7748606905943056
39.85,45.98,1.8466889815079188
39.85,45.9,1.7868162602726363
39.85,46.02,2.1264095939313554
39.85,46.06,2.308343103465846
39.85,46.14,1.8482141079328658
39.85,46.18,1.5312549903122388
39.85,46.1,2.0891173578760323
39.85,46.22,1.3529811410002004
39.85,46.26,1.0
39.85,46.34,1.3158885859179126
39.85,46.38,1.2511018465314876
39.85,46.3,1.2192598800674077
39.85,46.42,1.177975335121551
39.85,46.46,1.0
39.85,46.58,1.1490935241676226
39.85,46.5,1.3341065619884749
39.85,46.62,1.0
39.85,46.66,1.0
39.85,46.74,1.0
39.85,46.78,1.2829591284194197
39.85,46.7,1.0
39.85,46.82,1.2337661800613162
39.85,46.86,1.0
39.85,46.94,1.3028855237055532
39.85,46.98,1.0
39.85,46.9,1.0
39.85,47.02,1.0
39.85,47.06,1.2650257076460376
39.85,47.14,1.5742491131843879
39.85,47.18,1.8173942247180233
39.85,47.1,1.48620903901465
39.85,47.22,1.4972893351955296
39.85,47.26,1.4568692888755335
39.85,47.34,2.0763395053118376
39.85,47.38,1.7612728022448974
39.85,47.3,1.7123388509885282
39.85,47.46,1.543295981796512
39.85,47.54,1.0
39.85,47.58,1.6369186943493723
39.85,47.5,1.6095314774540632
39.85,47.62,1.8742041013173851
39.85,47.66,1.757341797726421
39.89,45.82,1.6103297823604172
39.89,45.86,1.4412811395921399
39.89,45.94,1.9279216603126523
39.89,45.98,2.332981506143776
39.89,45.9,1.628361947278341
39.89,46.02,2.2984278712330233
39.89,46.06,1.9202244561656396
39.89,46.14,1.596265107420234
39.89,46.18,1.3855261288782288
39.89,46.1,1.7048175081363528
39.89,46.22,1.13654917716472
39.89,46.26,1.2224467039880524
39.89,46.34,1.227887818390758
39.89,46.38,1.0
39.89,46.3,1.4014746843726031
39.89,46.42,1.0
39.89,46.46,1.218453071389139
39.89,46.58,1.0
39.89,46.5,1.3553516796690328
39.89,46.62,1.0
39.89,46.66,1.0
39.89,46.74,1.2957656351583255
39.89,46.78,1.2939240341629812
39.89,46.7,1.0
39.89,46.82,1.0
39.89,46.86,1.0
39.89,46.94,1.458188419869072
39.89,46.98,1.524649834915093
39.89,46.9,1.0
39.89,47.02,1.5337424807277849
39.89,47.06,1.6286132892613583
39.89,47.14,2.1316773962846587
39.89,47.18,1.7992623074998904
39.89,47.1,1.8902348023978355
39.89,47.22,1.4451939005582874
39.89,47.26,1.371403763455356
39.89,47.34,1.7103406284691822
39.89,47.38,1.4172334227668502
39.89,47.3,1.5670326131050942
39.89,47.46,1.0
39.89,47.54,1.6603088304434583
39.89,47.58,1.8132658650557614
39.89,47.5,1.5464277660421766
39.93,45.82,1.5906636784140271
39.93,45.86,1.3751601001679268
39.93,45.94,1.9483794633285016
39.93,45.98,2.1652740524998753
39.93,45.9,1.558486907161938
39.93,46.02,2.2175282691798763
39.93,46.06,1.8024945232366438
39.93,46.14,1.0
39.93,46.18,1.1958828890326332
39.93,46.1,1.3257170466873707
39.93,46.22,1.3552704847383261
39.93,46.26,1.56281408453264
39.93,46.34,1.4155661113911362
39.93,46.38,1.247994101117656
39.93,46.3,1.3758054448370842
39.93,46.42,1.0
39.93,46.46,1.1823235484354353
39.93,46.58,1.0
39.93,46.5,1.0
39.93,46.62,1.0
39.93,46.66,1.0
39.93,46.74,1.371122527808459
39.93,46.78,1.0
39.93,46.7,1.2281695805317685
39.93,46.82,1.3096356444069042
39.93,46.86,1.275435934774353
39.93,46.94,1.3834345430707486
39.93,46.98,1.7290837289497425
39.93,46.9,1.2123846915701242
39.93,47.02,2.050307345284654
39.93,47.06,1.7562491309208592
39.93,47.14,1.635106039101241
39.93,47.18,1.671600768496804
39.93,47.1,1.5696060644709249
39.93,47.22,1.5107036238556288
39.93,47.26,1.4853821251908694
39.93,47.34,1.7233088035489847
39.93,47.38,1.4560293778575186
39.93,47.3,1.5856090128264226
39.93,47.46,1.0
39.93,47.54,1.0
39.93,47.5,1.5371625593107154
39.97,45.74,1.749696464184938
39.97,45.78,2.084347901395677
39.97,45.82,1.90811991640684
39.97,45.86,1.964536451685694
39.97,45.94,1.6880567944097233
39.97,45.98,1.5762169078577222
39.97,45.9,2.005399704097029
39.97,46.02,1.7560149250346406
39.97,46.06,1.9163475486430592
39.97,46.14,1.3281577991205993
39.97,46.18,1.0
39.97,46.1,1.6695265950501588
39.97,46.22,1.3459183545249012
39.97,46.26,1.1896819511923784
39.97,46.34,1.2437222895994544
39.97,46.38,1.658514224777102
39.97,46.3,1.3159181269622124
39.97,46.42,1.5426388326421645
39.97,46.46,1.3205582127577724
39.97,46.58,1.0
39.97,46.5,1.0
39.97,46.62,1.0
39.97,46.66,1.0
39.97,46.74,1.3216273464208839
39.97,46.78,1.0
39.97,46.7,1.196363809833974
39.97,46.82,1.0
39.97,46.86,1.3135719925395521
39.97,46.94,1.269549832374873
39.97,46.98,1.5118961566050542
39.97,46.9,1.172774020236685
39.97,47.02,1.6260410219877883
39.97,47.06,1.4131509411819483
39.97,47.14,1.2640539893232867
39.97,47.18,1.413685552976523
39.97,47.1,1.169482446129132
39.97,47.22,1.316766023879692
39.97,47.26,1.3251933049679128
39.97,47.34,1.5299147109382873
39.97,47.38,1.3436521322768193
39.97,47.3,1.4225332906612025
39.97,47.46,1.4681002221933064
39.97,47.5,1.0
40.01,45.66,1.3866461046413112
40.01,45.74,1.4651748611476687
40.01,45.78,1.8514235765940963
40.01,45.7,1.0
40.01,45.82,2.3741934623165397
40.01,45.86,2.4403765687190666
40.01,45.94,1.3672662627520704
40.01,45.98,1.3119089274971403
40.01,45.9,1.8857293647353666
40.01,46.02,1.5654849853059247
40.01,46.06,1.7645887877373883
40.01,46.14,1.4077174544071518
40.01,46.18,1.0
40.01,46.1,1.8441027414038846
40.01,46.22,1.3463491375802923
40.01,46.26,1.4614363492953384
40.01,46.34,1.6350800238357992
40.01,46.38,1.673345034479695
40.01,46.3,1.3786610160309551
40.01,46.42,1.3156978740549696
40.01,46.46,1.0
40.01,46.58,1.0
40.01,46.5,1.0
40.01,46.62,1.2013454584147099
40.01,46.66,1.0
40.01,46.74,1.2142784053178473
40.01,46.78,1.0
40.01,46.7,1.0
40.01,46.82,1.256694311973189
40.01,46.86,1.1924184467408916
40.01,46.94,1.2803769732976231
40.01,46.98,1.514460140034877
40.01,46.9,1.402289084058791
40.01,47.02,1.4628493918330037
40.01,47.06,1.253481556095807
40.01,47.14,1.3055371147403279
40.01,47.18,1.2806724184521536
40.01,47.1,1.258475414517524
40.01,47.22,1.335303437940925
40.01,47.26,1.291191795024219
40.01,47.34,1.2893435686863595
40.01,47.38,1.347871112134378
40.01,47.3,1.4177087619747013
40.01,47.46,1.0
40.05,45.94,1.5708435777262248
40.05,45.98,1.3265787417666774
40.05,46.02,1.2644687295991506
40.05,46.06,1.3744900538207245
40.05,46.14,1.2433776061925947
40.05,46.18,1.2236104283120095
40.05,46.1,1.6164500973990232
40.05,46.22,1.0
40.05,46.26,1.0
40.05,46.34,1.2091486886490515
40.05,46.38,1.146163712287721
40.05,46.3,1.2583856655367553
40.05,46.42,1.1879496438946675
40.05,46.46,1.2058748151124286
40.05,46.58,1.0
40.05,46.5,1.0
40.05,46.62,1.0
40.05,46.66,1.0
40.05,46.74,1.178341438251372
40.05,46.78,1.1262397311915997
40.05,46.7,1.0
40.05,46.82,1.1496111440967398
40.05,46.86,1.2791544405120119
40.05,46.94,1.344836220579322
40.05,46.98,1.6376860651244012
40.05,46.9,1.2937492503769898
40.05,47.02,1.402820581814594
40.05,47.06,1.0
40.05,47.14,1.2654141113303259
40.05,47.18,1.0
40.05,47.1,1.467224018148132
40.05,47.22,1.4226668507254996
40.05,47.26,1.3446414711674743
40.05,47.38,1.2407549360343748
40.05,47.3,1.0
40.09,45.94,1.5175353568010435
40.09,45.98,1.429324694784924
40.09,46.02,1.229846990807735
40.09,46.06,1.2243680995280342
40.09,46.14,1.324537038537619
40.09,46.18,1.192348943521585
40.09,46.1,1.2488561236987847
40.09,46.22,1.0
40.09,46.26,1.0
40.09,46.34,1.0
40.09,46.38,1.0
40.09,46.3,1.3511985319504427
40.09,46.42,1.0
40.09,46.46,1.0
40.09,46.58,1.1026519809077484
40.09,46.5,1.0
40.09,46.62,1.0
40.09,46.66,1.0
40.09,46.74,1.0
40.09,46.78,1.2205756677252833
40.09,46.7,1.0
40.09,46.82,1.404718958043605
40.09,46.86,1.2399480829627658
40.09,46.94,1.3588639678372723
40.09,46.98,1.6372163424547852
40.09,46.9,1.2408962269868458
40.09,47.02,1.251478114568833
40.09,47.06,1.2453574745459202
40.09,47.14,1.0
40.09,47.1,1.35421302752877
40.09,47.22,1.3324098765491232
40.09,47.26,1.414606003514777
40.09,47.34,1.0
40.09,47.38,1.3647738842795676
40.09,47.3,1.29524857726788
40.09,47.42,1.31680955946858
40.13,45.98,1.4170264072778302
40.13,46.02,1.2291182052433454
40.13,46.06,1.2756256072162893
40.13,46.14,1.2393755644931364
40.13,46.18,1.0
40.13,46.1,1.0
40.13,46.22,1.2001046021643065
40.13,46.26,1.298068303492889
40.13,46.34,1.0
40.13,46.38,1.0
40.13,46.3,1.4236046303097005
40.13,46.42,1.0
40.13,46.46,1.0
40.13,46.58,1.2457750501298854
40.13,46.5,1.0
40.13,46.62,1.0
40.13,46.66,1.0
40.13,46.74,1.0
40.13,46.78,1.0
40.13,46.7,1.0
40.13,46.82,1.235771164953538
40.13,46.86,1.0
40.13,46.94,1.7817170710599874
40.13,46.98,1.379569703552989
40.13,46.9,1.3893672705168807
40.13,47.02,1.2281257607672076
40.13,47.06,1.0
40.13,47.14,1.275658250995211
40.13,47.1,1.2505758636198774
40.13,47.22,1.2094325860631745
40.13,47.26,1.2920928251588124
40.13,47.34,1.2343317399563543
40.13,47.38,1.468342741644305
40.13,47.3,1.30381105261444
40.13,47.42,1.5959197950153567
40.13,47.46,1.5417393640488026
40.13,47.5,1.2147162789126182
40.17,45.98,1.7877087893698744
40.17,46.02,1.3787774720117556
40.17,46.06,1.3294328332141234
40.17,46.14,1.0
40.17,46.18,1.0
40.17,46.1,1.0
40.17,46.22,1.3350946680096805
40.17,46.26,1.0
40.17,46.34,1.0
40.17,46.38,1.0
40.17,46.3,1.0
40.17,46.42,1.054781543104696
40.17,46.46,1.0
40.17,46.58,1.1097968781663108
40.17,46.5,1.1579364117965592
40.17,46.62,1.0
40.17,46.66,1.1426618398071497
40.17,46.74,1.0
40.17,46.78,1.2563110467400842
40.17,46.7,1.0
40.17,46.82,1.3977698523861506
40.17,46.86,1.5363692376407716
40.17,46.94,1.8904909745758616
40.17,46.98,1.5777251985222762
40.17,46.9,1.6586695580047464
40.17,47.02,1.4483868671201956
40.17,47.06,1.3291283705267691
40.17,47.14,1.0
40.17,47.18,1.314502658504544
40.17,47.1,1.279413106998467
40.17,47.22,1.3988173748307065
40.17,47.26,1.0
40.17,47.34,1.369459591895594
40.17,47.38,1.2062996568927729
40.17,47.3,1.4315043801589453
40.17,47.42,1.2551192568666751
40.17,47.46,1.2321807668809333
40.17,47.5,1.162961916306428
40.21,46.02,1.4888133688227463
40.21,46.06,1.0
40.21,46.14,1.0
40.21,46.18,1.0
40.21,46.1,1.4416043604985713
40.21,46.22,1.0
40.21,46.26,1.0
40.21,46.34,1.220787458111226
40.21,46.38,1.186930085192368
40.21,46.3,1.0
40.21,46.42,1.0
40.21,46.46,1.0
40.21,46.58,1.0
40.21,46.5,1.0
40.21,46.62,1.0
40.21,46.66,1.0
40.21,46.74,1.1232757557048643
40.21,46.78,1.2495032696074213
40.21,46.7,1.0
40.21,46.82,1.0
40.21,46.86,1.284297998333159
40.21,46.94,2.0301298593337385
40.21,46.98,1.8343099967089305
40.21,46.9,1.7267656690832913
40.21,47.02,1.4422122045397707
40.21,47.06,1.0
40.21,47.14,1.3310437121186955
40.21,47.18,1.2354467688762707
40.21,47.1,1.2330648364760948
40.21,47.22,1.0
40.21,47.26,1.0
40.21,47.34,1.1808261807794718
40.21,47.38,1.3289536586984683
40.21,47.3,1.0
40.21,47.42,1.164720668121215
40.21,47.46,1.2760779572992238
40.21,47.5,1.0
40.25,45.98,2.0827837130542277
40.25,46.02,1.7926799388736747
40.25,46.06,1.5021066510392826
40.25,46.14,1.2338729924330911
40.25,46.18,1.40227704707942
40.25,46.1,1.0
40.25,46.22,1.5376708579358196
40.25,46.26,1.3288735795262139
40.25,46.34,1.6533593339331716
40.25,46.38,1.6155203787234738
40.25,46.3,1.528762316701424
40.25,46.42,1.6132371358254698
40.25,46.46,1.3204742866406265
40.25,46.58,1.0
40.25,46.5,1.2127973162679766
40.25,46.62,1.0
40.25,46.66,1.102538083741192
40.25,46.74,1.2629150410588474
40.25,46.78,1.6067135983312724
40.25,46.7,1.11541925153928
40.25,46.82,1.484541776405263
40.25,46.86,1.6645701335054766
40.25,46.94,1.6424058474822958
40.25,46.98,1.326094413696831
40.25,46.9,1.9967349165632882
40.25,47.02,1.3457126322115707
40.25,47.06,1.3288310980403577
40.25,47.14,1.297007040816366
40.25,47.18,1.2410186997982822
40.25,47.22,1.0
40.25,47.26,1.0
40.25,47.34,1.292638147989839
40.25,47.38,1.2131855607317417
40.25,47.3,1.3141557068533538
40.25,47.42,1.2126685262017705
40.25,47.46,1.0
40.29,45.98,2.6187454861207464
40.29,46.02,2.171812926603313
40.29,46.06,1.7051691162510487
40.29,46.14,1.5048573461211285
40.29,46.18,1.4196031638902582
40.29,46.1,1.6288222452012022
40.29,46.22,1.6490228022782496
40.29,46.26,1.840822269602646
40.29,46.58,1.0
40.29,46.5,1.509566864843398
40.29,46.62,1.0
40.29,46.66,1.0
40.29,46.74,1.131082000455244
40.29,46.78,1.3446081877652956
40.29,46.7,1.0
40.29,46.82,1.5379331510282226
